# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 10M of event 'cycles:ppp'
# Event count (approx.): 17266751320924
#
# Overhead  Command     Shared Object        Symbol                                        
# ........  ..........  ...................  ..............................................
#
     0.00%  translator  [kernel.kallsyms]    [k] __accumulate_pelt_segments
     0.00%  translator  perf-29433.map       [.] src_0x183a54
     0.00%  translator  [kernel.kallsyms]    [k] native_iret
     0.00%  translator  perf-29433.map       [.] src_0x193ae0
     0.00%  translator  perf-29433.map       [.] src_0x9f9b8
     0.00%  translator  perf-29433.map       [.] src_0x2a01bc
     0.00%  translator  [kernel.kallsyms]    [k] update_load_avg
     0.00%  translator  perf-29433.map       [.] src_0x192410
     0.00%  translator  perf-29433.map       [.] src_0x95bf8
     0.00%  translator  perf-29433.map       [.] src_0x193ba0
     0.00%  translator  perf-29433.map       [.] src_0x184204
     0.00%  translator  [kernel.kallsyms]    [k] hrtimer_forward
     0.00%  translator  perf-29433.map       [.] src_0xaff28
     0.00%  translator  perf-29433.map       [.] src_0x184150
     0.00%  translator  perf-29433.map       [.] src_0x183854
     0.00%  translator  perf-29433.map       [.] src_0x183544
     0.00%  translator  [kernel.kallsyms]    [k] rcu_segcblist_ready_cbs
     0.00%  translator  perf-29433.map       [.] src_0x217b30
     0.00%  translator  perf-29433.map       [.] src_0x5f850
     0.00%  translator  perf-29433.map       [.] src_0x192424
     0.00%  translator  perf-29433.map       [.] src_0x1838c4
     0.00%  translator  perf-29433.map       [.] src_0x4d594
     0.00%  translator  perf-29433.map       [.] src_0x183a04
     0.00%  translator  perf-29433.map       [.] src_0x5f86c
     0.00%  translator  perf-29433.map       [.] src_0x183858
     0.00%  translator  perf-29433.map       [.] src_0x1aa068
     0.00%  translator  [kernel.kallsyms]    [k] __entry_trampoline_start
     0.00%  translator  perf-29433.map       [.] src_0x2a4eac
     0.00%  translator  perf-29433.map       [.] src_0x193ae4
     0.00%  translator  perf-29433.map       [.] src_0x9f9ac
     0.00%  translator  perf-29433.map       [.] src_0x1aa1d0
     0.00%  translator  perf-29433.map       [.] src_0x184024
     0.00%  translator  perf-29433.map       [.] src_0x1841f4
     0.00%  translator  perf-29433.map       [.] src_0x217ae8
     0.00%  translator  perf-29433.map       [.] src_0x2a045c
     0.00%  translator  perf-29433.map       [.] src_0x1839d0
     0.00%  translator  perf-29433.map       [.] src_0x184168
     0.00%  translator  perf-29433.map       [.] src_0x29db44
     0.00%  translator  perf-29433.map       [.] src_0x2194d4
     0.00%  translator  perf-29433.map       [.] src_0x217adc
     0.00%  translator  perf-29433.map       [.] src_0x217b38
     0.00%  translator  perf-29433.map       [.] src_0x183a20
     0.00%  translator  perf-29433.map       [.] src_0x217ac8
     0.00%  translator  perf-29433.map       [.] src_0x217ad0
     0.00%  translator  perf-29433.map       [.] src_0x2a093c
     0.00%  translator  perf-29433.map       [.] src_0x108208
     0.00%  translator  perf-29433.map       [.] src_0x183a28
     0.00%  translator  perf-29433.map       [.] src_0x1838a8
     0.00%  translator  perf-29433.map       [.] src_0x18345c
     0.00%  translator  perf-29433.map       [.] src_0x217b34
     0.00%  translator  perf-29433.map       [.] src_0x1840fc
     0.00%  translator  perf-29433.map       [.] src_0x2a0628
     0.00%  translator  perf-29433.map       [.] src_0x18383c
     0.00%  translator  perf-29433.map       [.] src_0xafe68
     0.00%  translator  perf-29433.map       [.] src_0x95b34
     0.00%  translator  perf-29433.map       [.] src_0x217aec
     0.00%  translator  [kernel.kallsyms]    [k] intel_pmu_disable_all
     0.00%  translator  [kernel.kallsyms]    [k] select_task_rq_fair
     0.00%  translator  perf-29433.map       [.] src_0x9f9e8
     0.00%  translator  perf-29433.map       [.] src_0x18387c
     0.00%  translator  perf-29433.map       [.] src_0x299054
     0.00%  translator  perf-29433.map       [.] src_0x193b8c
     0.00%  translator  perf-29433.map       [.] src_0x9f980
     0.00%  translator  perf-29433.map       [.] src_0x95910
     0.00%  translator  perf-29433.map       [.] src_0x5f530
     0.00%  translator  perf-29433.map       [.] src_0x9f9a4
     0.00%  translator  perf-29433.map       [.] src_0x5f83c
     0.00%  translator  perf-29433.map       [.] src_0x183860
     0.00%  translator  perf-29433.map       [.] src_0x1aa080
     0.00%  translator  perf-29433.map       [.] src_0xee420
     0.00%  translator  perf-29433.map       [.] src_0xaff14
     0.00%  translator  perf-29433.map       [.] src_0x217690
     0.00%  translator  perf-29433.map       [.] src_0x183a18
     0.00%  translator  perf-29433.map       [.] src_0x2a0b50
     0.00%  translator  perf-29433.map       [.] src_0xee40c
     0.00%  translator  perf-29433.map       [.] src_0x184010
     0.00%  translator  perf-29433.map       [.] src_0x184058
     0.00%  translator  perf-29433.map       [.] src_0x183418
     0.00%  translator  perf-29433.map       [.] src_0x1838b8
     0.00%  translator  perf-29433.map       [.] src_0xee21c
     0.00%  translator  perf-29433.map       [.] src_0xb0098
     0.00%  translator  perf-29433.map       [.] src_0x217b94
     0.00%  translator  perf-29433.map       [.] src_0x95b54
     0.00%  translator  perf-29433.map       [.] src_0x217af8
     0.00%  translator  perf-29433.map       [.] src_0x2a04ec
     0.00%  translator  perf-29433.map       [.] src_0x183a64
     0.00%  translator  [kernel.kallsyms]    [k] timerqueue_add
     0.00%  translator  [kernel.kallsyms]    [k] rcu_segcblist_future_gp_needed
     0.00%  translator  perf-29433.map       [.] src_0x196894
     0.00%  translator  perf-29433.map       [.] src_0x4d580
     0.00%  translator  perf-29433.map       [.] src_0x184064
     0.00%  translator  perf-29433.map       [.] src_0x2a63d4
     0.00%  translator  perf-29433.map       [.] src_0xaff38
     0.00%  translator  perf-29433.map       [.] src_0x2a01ec
     0.00%  translator  perf-29433.map       [.] src_0x1923f0
     0.00%  translator  perf-29433.map       [.] src_0x193afc
     0.00%  translator  perf-29433.map       [.] src_0x184144
     0.00%  translator  perf-29433.map       [.] src_0x1aa4c4
     0.00%  translator  perf-29433.map       [.] src_0x2a48f8
     0.00%  translator  perf-29433.map       [.] src_0x28e30c
     0.00%  translator  perf-29433.map       [.] src_0x2a4e98
     0.00%  translator  perf-29433.map       [.] src_0x9f994
     0.00%  translator  perf-29433.map       [.] src_0x183a3c
     0.00%  translator  perf-29433.map       [.] src_0x183884
     0.00%  translator  perf-29433.map       [.] src_0x1838c8
     0.00%  translator  perf-29433.map       [.] src_0x2a05c0
     0.00%  translator  perf-29433.map       [.] src_0x2a0b58
     0.00%  translator  perf-29433.map       [.] src_0x2a63dc
     0.00%  translator  [kernel.kallsyms]    [k] __update_load_avg_se.isra.37
     0.00%  translator  perf-29433.map       [.] src_0x1923d8
     0.00%  translator  perf-29433.map       [.] src_0x1aa444
     0.00%  translator  perf-29433.map       [.] src_0x298f50
     0.00%  translator  perf-29433.map       [.] src_0x4d514
     0.00%  translator  perf-29433.map       [.] src_0xb0084
     0.00%  translator  perf-29433.map       [.] src_0x959a0
     0.00%  translator  [kernel.kallsyms]    [k] update_cfs_group
     0.00%  translator  perf-29433.map       [.] src_0x28eb1c
     0.00%  translator  perf-29433.map       [.] src_0x26798
     0.00%  translator  perf-29433.map       [.] src_0x183a38
     0.00%  translator  perf-29433.map       [.] src_0x28eb04
     0.00%  translator  [kernel.kallsyms]    [k] rcu_irq_exit
     0.00%  translator  perf-29433.map       [.] src_0xb27ec
     0.00%  translator  perf-29433.map       [.] src_0x21ec0
     0.00%  translator  [kernel.kallsyms]    [k] cursor_timer_handler
     0.00%  translator  perf-29433.map       [.] src_0x2a384c
     0.00%  translator  perf-29433.map       [.] src_0x193b80
     0.00%  translator  perf-29433.map       [.] src_0x192434
     0.00%  translator  perf-29433.map       [.] src_0xaff84
     0.00%  translator  perf-29433.map       [.] src_0x29f3c
     0.00%  translator  perf-29433.map       [.] src_0x9591c
     0.00%  translator  perf-29433.map       [.] src_0x21f94
     0.00%  translator  [kernel.kallsyms]    [k] __schedule
     0.00%  translator  [kernel.kallsyms]    [k] queue_work_on
     0.00%  translator  perf-29433.map       [.] src_0xb00b4
     0.00%  translator  perf-29433.map       [.] src_0xad9b4
     0.00%  translator  perf-29433.map       [.] src_0x1aa44c
     0.00%  translator  [kernel.kallsyms]    [k] run_posix_cpu_timers
     0.00%  translator  perf-29433.map       [.] src_0x1bd28
     0.00%  translator  perf-29433.map       [.] src_0x28eb64
     0.00%  translator  [kernel.kallsyms]    [k] enqueue_task_fair
     0.00%  translator  perf-29433.map       [.] src_0x2a4aa4
     0.00%  translator  perf-29433.map       [.] src_0x2a38e0
     0.00%  translator  perf-29433.map       [.] src_0xaff74
     0.00%  translator  perf-29433.map       [.] src_0x19a66c
     0.00%  translator  perf-29433.map       [.] src_0x196c38
     0.00%  translator  perf-29433.map       [.] src_0x183f98
     0.00%  translator  perf-29433.map       [.] src_0x30f98
     0.00%  translator  perf-29433.map       [.] src_0x217ae4
     0.00%  translator  perf-29433.map       [.] src_0x193b0c
     0.00%  translator  perf-29433.map       [.] src_0x30f68
     0.00%  translator  perf-29433.map       [.] src_0x1aa074
     0.00%  translator  perf-29433.map       [.] src_0x30f90
     0.00%  translator  perf-29433.map       [.] src_0x183bf8
     0.00%  translator  [kernel.kallsyms]    [k] rcu_bh_qs
     0.00%  translator  perf-29433.map       [.] src_0x299078
     0.00%  translator  perf-29433.map       [.] src_0x30bf0
     0.00%  translator  perf-29433.map       [.] src_0x2a4fc0
     0.00%  translator  perf-29433.map       [.] src_0x219560
     0.00%  translator  perf-29433.map       [.] src_0x29eaa8
     0.00%  translator  perf-29433.map       [.] src_0x26fec
     0.00%  translator  perf-29433.map       [.] src_0x192418
     0.00%  translator  perf-29433.map       [.] src_0x193ca8
     0.00%  translator  perf-29433.map       [.] src_0x2a0928
     0.00%  translator  perf-29433.map       [.] src_0x2a4fcc
     0.00%  translator  [ip_vs]              [k] estimation_timer
     0.00%  translator  perf-29433.map       [.] src_0x28e208
     0.00%  translator  perf-29433.map       [.] src_0x29f44
     0.00%  translator  perf-29433.map       [.] src_0xaff50
     0.00%  translator  perf-29433.map       [.] src_0x2a4e7c
     0.00%  translator  perf-29433.map       [.] src_0x2194fc
     0.00%  translator  perf-29433.map       [.] src_0x1aa49c
     0.00%  translator  perf-29433.map       [.] src_0x1aa448
     0.00%  translator  [kernel.kallsyms]    [k] cpu_load_update
     0.00%  translator  perf-29433.map       [.] src_0x2a38e4
     0.00%  translator  perf-29433.map       [.] src_0x192420
     0.00%  translator  perf-29433.map       [.] src_0xc1194
     0.00%  translator  perf-29433.map       [.] src_0x2a4ea8
     0.00%  translator  perf-29433.map       [.] src_0x29fa8
     0.00%  translator  perf-29433.map       [.] src_0xc11a4
     0.00%  translator  perf-29433.map       [.] src_0x184118
     0.00%  translator  perf-29433.map       [.] src_0x1aa5c8
     0.00%  translator  perf-29433.map       [.] src_0x29db60
     0.00%  translator  perf-29433.map       [.] src_0x2c3ad0
     0.00%  translator  perf-29433.map       [.] src_0x30c08
     0.00%  translator  perf-29433.map       [.] src_0x30c1c
     0.00%  translator  perf-29433.map       [.] src_0xb0048
     0.00%  translator  perf-29433.map       [.] src_0x30c04
     0.00%  translator  perf-29433.map       [.] src_0xb2780
     0.00%  translator  perf-29433.map       [.] src_0xafa94
     0.00%  translator  perf-29433.map       [.] src_0x1aa098
     0.00%  translator  perf-29433.map       [.] src_0x28e2f0
     0.00%  translator  perf-29433.map       [.] src_0x1be34
     0.00%  translator  [kernel.kallsyms]    [k] probe_sched_wakeup
     0.00%  translator  perf-29433.map       [.] src_0x28e2bc
     0.00%  translator  perf-29433.map       [.] src_0x30fc8
     0.00%  translator  perf-29433.map       [.] src_0x2a4ea0
     0.00%  translator  perf-29433.map       [.] src_0x193bc4
     0.00%  translator  perf-29433.map       [.] src_0xafa24
     0.00%  translator  perf-29433.map       [.] src_0x29f58
     0.00%  translator  perf-29433.map       [.] src_0x1aa460
     0.00%  translator  perf-29433.map       [.] src_0x95934
     0.00%  translator  perf-29433.map       [.] src_0x183be4
     0.00%  translator  perf-29433.map       [.] src_0x28eb28
     0.00%  translator  perf-29433.map       [.] src_0xb00c8
     0.00%  translator  perf-29433.map       [.] src_0x2a4e3c
     0.00%  translator  perf-29433.map       [.] src_0xafec4
     0.00%  translator  perf-29433.map       [.] src_0x2a3920
     0.00%  translator  perf-29433.map       [.] src_0x5f7b8
     0.00%  translator  perf-29433.map       [.] src_0x29d358
     0.00%  translator  perf-29433.map       [.] src_0x1aa088
     0.00%  translator  perf-29433.map       [.] src_0x1aa4d4
     0.00%  translator  perf-29433.map       [.] src_0x19f30c
     0.00%  translator  perf-29433.map       [.] src_0x1aa4cc
     0.00%  translator  perf-29433.map       [.] src_0x2a57e4
     0.00%  translator  perf-29433.map       [.] src_0xee408
     0.00%  translator  perf-29433.map       [.] src_0x28fd30
     0.00%  translator  [kernel.kallsyms]    [k] __internal_add_timer
     0.00%  translator  perf-29433.map       [.] src_0x29f6c
     0.00%  translator  perf-29433.map       [.] src_0x148838
     0.00%  translator  perf-29433.map       [.] src_0x2a38ec
     0.00%  translator  perf-29433.map       [.] src_0x29f48
     0.00%  translator  perf-29433.map       [.] src_0x2a0500
     0.00%  translator  perf-29433.map       [.] src_0x1aa1ec
     0.00%  translator  perf-29433.map       [.] src_0xee430
     0.00%  translator  perf-29433.map       [.] src_0x1bccc
     0.00%  translator  perf-29433.map       [.] src_0x28e458
     0.00%  translator  perf-29433.map       [.] src_0x28e45c
     0.00%  translator  perf-29433.map       [.] src_0x2a56c8
     0.00%  translator  perf-29433.map       [.] src_0x30ff8
     0.00%  translator  perf-29433.map       [.] src_0xaff4c
     0.00%  translator  perf-29433.map       [.] src_0xaff24
     0.00%  translator  perf-29433.map       [.] src_0x193c90
     0.00%  translator  perf-29433.map       [.] src_0x1aa458
     0.00%  translator  perf-29433.map       [.] src_0x18412c
     0.00%  translator  [kernel.kallsyms]    [k] smp_apic_timer_interrupt
     0.00%  translator  [kernel.kallsyms]    [k] ktime_get_update_offsets_now
     0.00%  translator  perf-29433.map       [.] src_0x2c1480
     0.00%  translator  perf-29433.map       [.] src_0x31008
     0.00%  translator  perf-29433.map       [.] src_0xb0004
     0.00%  translator  [kernel.kallsyms]    [k] account_entity_enqueue
     0.00%  translator  [kernel.kallsyms]    [k] try_to_wake_up
     0.00%  translator  perf-29433.map       [.] src_0xafeac
     0.00%  translator  perf-29433.map       [.] src_0x95bb4
     0.00%  translator  perf-29433.map       [.] src_0x183800
     0.00%  translator  perf-29433.map       [.] src_0x29904c
     0.00%  translator  perf-29433.map       [.] src_0x2dddac
     0.00%  translator  perf-29433.map       [.] src_0x299044
     0.00%  translator  perf-29433.map       [.] src_0x2a4ecc
     0.00%  translator  perf-29433.map       [.] src_0x1842ac
     0.00%  translator  perf-29433.map       [.] src_0x36470
     0.00%  translator  perf-29433.map       [.] src_0xc1180
     0.00%  translator  perf-29433.map       [.] src_0x2a091c
     0.00%  translator  perf-29433.map       [.] src_0x193bb0
     0.00%  translator  perf-29433.map       [.] src_0x184104
     0.00%  translator  perf-29433.map       [.] src_0x2a3f4c
     0.00%  translator  perf-29433.map       [.] src_0x184054
     0.00%  translator  perf-29433.map       [.] src_0x1aa22c
     0.00%  translator  perf-29433.map       [.] src_0x2c24b4
     0.00%  translator  perf-29433.map       [.] src_0xaff88
     0.00%  translator  perf-29433.map       [.] src_0x28e1f8
     0.00%  translator  perf-29433.map       [.] src_0x30fec
     0.00%  translator  perf-29433.map       [.] src_0xaff48
     0.00%  translator  perf-29433.map       [.] src_0xb2794
     0.00%  translator  [kernel.kallsyms]    [k] ttwu_do_wakeup
     0.00%  translator  perf-29433.map       [.] src_0x262f34
     0.00%  translator  perf-29433.map       [.] src_0x95bcc
     0.00%  translator  perf-29433.map       [.] src_0xaff60
     0.00%  translator  perf-29433.map       [.] src_0x1844d8
     0.00%  translator  perf-29433.map       [.] src_0x959c4
     0.00%  translator  perf-29433.map       [.] src_0x21ef4
     0.00%  translator  perf-29433.map       [.] src_0x2a38d8
     0.00%  translator  perf-29433.map       [.] src_0xc1178
     0.00%  translator  perf-29433.map       [.] src_0xaf8d8
     0.00%  translator  perf-29433.map       [.] src_0x1aa094
     0.00%  translator  perf-29433.map       [.] src_0x28f1dc
     0.00%  translator  perf-29433.map       [.] src_0xad9e4
     0.00%  translator  perf-29433.map       [.] src_0x2a63c8
     0.00%  translator  perf-29433.map       [.] src_0xee414
     0.00%  translator  perf-29433.map       [.] src_0x28e290
     0.00%  translator  perf-29433.map       [.] src_0x2a38f8
     0.00%  translator  perf-29433.map       [.] src_0x30fd4
     0.00%  translator  perf-29433.map       [.] src_0xaff00
     0.00%  translator  perf-29433.map       [.] src_0x1844b4
     0.00%  translator  perf-29433.map       [.] src_0xafa8c
     0.00%  translator  perf-29433.map       [.] src_0xb0050
     0.00%  translator  perf-29433.map       [.] src_0x2a3f54
     0.00%  translator  [kernel.kallsyms]    [k] update_curr
     0.00%  translator  perf-29433.map       [.] src_0x5f924
     0.00%  translator  perf-29433.map       [.] src_0x193bbc
     0.00%  translator  perf-29433.map       [.] src_0x1aa238
     0.00%  translator  perf-29433.map       [.] src_0x1aa278
     0.00%  translator  perf-29433.map       [.] src_0x29ee8
     0.00%  translator  perf-29433.map       [.] src_0x193bf0
     0.00%  translator  perf-29433.map       [.] src_0x19f3d0
     0.00%  translator  perf-29433.map       [.] src_0xb711c
     0.00%  translator  [kernel.kallsyms]    [k] ext4_do_update_inode
     0.00%  translator  perf-29433.map       [.] src_0x2ddf98
     0.00%  translator  perf-29433.map       [.] src_0x2a56c0
     0.00%  translator  perf-29433.map       [.] src_0xaff3c
     0.00%  translator  perf-29433.map       [.] src_0x28e280
     0.00%  translator  perf-29433.map       [.] src_0x2a5750
     0.00%  translator  perf-29433.map       [.] src_0x30fc0
     0.00%  translator  perf-29433.map       [.] src_0x2a0834
     0.00%  translator  perf-29433.map       [.] src_0x2a51b4
     0.00%  translator  perf-29433.map       [.] src_0x65784
     0.00%  translator  perf-29433.map       [.] src_0x1aa5cc
     0.00%  translator  perf-29433.map       [.] src_0x1aa0b4
     0.00%  translator  perf-29433.map       [.] src_0x183a4c
     0.00%  translator  perf-29433.map       [.] src_0x1aa584
     0.00%  translator  perf-29433.map       [.] src_0x28e220
     0.00%  translator  perf-29433.map       [.] src_0x102bdc
     0.00%  translator  perf-29433.map       [.] src_0xf0db0
     0.00%  translator  translator           [.] fe_enc64_impl
     0.00%  translator  [kernel.kallsyms]    [k] calc_global_load_tick
     0.00%  translator  perf-29433.map       [.] src_0x2c2444
     0.00%  translator  [kernel.kallsyms]    [k] __intel_pmu_disable_all
     0.00%  translator  perf-29433.map       [.] src_0x298f78
     0.00%  translator  perf-29433.map       [.] src_0xee418
     0.00%  translator  perf-29433.map       [.] src_0xb00c0
     0.00%  translator  [kernel.kallsyms]    [k] _find_next_bit
     0.00%  translator  perf-29433.map       [.] src_0xaff44
     0.00%  translator  perf-29433.map       [.] src_0xb27b0
     0.00%  translator  perf-29433.map       [.] src_0x262f68
     0.00%  translator  perf-29433.map       [.] src_0x21c3c
     0.00%  translator  perf-29433.map       [.] src_0x2a38f0
     0.00%  translator  perf-29433.map       [.] src_0x29f78
     0.00%  translator  perf-29433.map       [.] src_0x193bd0
     0.00%  translator  perf-29433.map       [.] src_0x262f64
     0.00%  translator  perf-29433.map       [.] src_0x6225c
     0.00%  translator  perf-29433.map       [.] src_0x2a0454
     0.00%  translator  perf-29433.map       [.] src_0x1aa1e4
     0.00%  translator  perf-29433.map       [.] src_0x1aa64c
     0.00%  translator  [kernel.kallsyms]    [k] clear_page_erms
     0.00%  translator  perf-29433.map       [.] src_0xee240
     0.00%  translator  perf-29433.map       [.] src_0xee230
     0.00%  translator  [kernel.kallsyms]    [k] irq_enter
     0.00%  translator  perf-29433.map       [.] src_0x284a18
     0.00%  translator  perf-29433.map       [.] src_0x2a63c4
     0.00%  translator  perf-29433.map       [.] src_0x2a63c0
     0.00%  translator  perf-29433.map       [.] src_0x21c34
     0.00%  translator  [kernel.kallsyms]    [k] update_cfs_rq_h_load
     0.00%  translator  perf-29433.map       [.] src_0x2a5218
     0.00%  translator  perf-29433.map       [.] src_0x193e40
     0.00%  translator  perf-29433.map       [.] src_0x2a05f0
     0.00%  translator  perf-29433.map       [.] src_0x194aac
     0.00%  translator  perf-29433.map       [.] src_0x193ca4
     0.00%  translator  perf-29433.map       [.] src_0x2a383c
     0.00%  translator  perf-29433.map       [.] src_0xc118c
     0.00%  translator  perf-29433.map       [.] src_0x183b6c
     0.00%  translator  perf-29433.map       [.] src_0x102bf0
     0.00%  translator  perf-29433.map       [.] src_0xf0dcc
     0.00%  translator  perf-29433.map       [.] src_0x28eb34
     0.00%  translator  [kernel.kallsyms]    [k] retint_user
     0.00%  translator  perf-29433.map       [.] src_0xee404
     0.00%  translator  [kernel.kallsyms]    [k] apic_timer_interrupt
     0.00%  translator  perf-29433.map       [.] src_0x263854
     0.00%  translator  perf-29433.map       [.] src_0x2a38cc
     0.00%  translator  perf-29433.map       [.] src_0x2a4ef8
     0.00%  translator  perf-29433.map       [.] src_0x28e2b0
     0.00%  translator  perf-29433.map       [.] src_0x21efc
     0.00%  translator  perf-29433.map       [.] src_0x19694c
     0.00%  translator  perf-29433.map       [.] src_0x2a0734
     0.00%  translator  perf-29433.map       [.] src_0x2a38c8
     0.00%  translator  perf-29433.map       [.] src_0x108228
     0.00%  translator  [kernel.kallsyms]    [k] start_this_handle
     0.00%  translator  perf-29433.map       [.] src_0x2c2dd0
     0.00%  translator  perf-29433.map       [.] src_0x284a08
     0.00%  translator  perf-29433.map       [.] src_0x1baa4
     0.00%  translator  perf-29433.map       [.] src_0x28f784
     0.00%  translator  perf-29433.map       [.] src_0x2c159c
     0.00%  translator  perf-29433.map       [.] src_0x2a64ac
     0.00%  translator  perf-29433.map       [.] src_0x2c2048
     0.00%  translator  [kernel.kallsyms]    [k] enqueue_hrtimer
     0.00%  translator  perf-29433.map       [.] src_0x28e274
     0.00%  translator  perf-29433.map       [.] src_0x29f54
     0.00%  translator  perf-29433.map       [.] src_0x217ab0
     0.00%  translator  perf-29433.map       [.] src_0x262fb8
     0.00%  translator  perf-29433.map       [.] src_0x28e178
     0.00%  translator  perf-29433.map       [.] src_0x1842cc
     0.00%  translator  perf-29433.map       [.] src_0x1aa470
     0.00%  translator  perf-29433.map       [.] src_0x193be4
     0.00%  translator  perf-29433.map       [.] src_0x1aa4dc
     0.00%  translator  perf-29433.map       [.] src_0x29f80
     0.00%  translator  perf-29433.map       [.] src_0x183a44
     0.00%  translator  perf-29433.map       [.] src_0x2c2fa8
     0.00%  translator  perf-29433.map       [.] src_0x2a4944
     0.00%  translator  perf-29433.map       [.] src_0x1baf0
     0.00%  translator  perf-29433.map       [.] src_0x2a647c
     0.00%  translator  perf-29433.map       [.] src_0x2a6438
     0.00%  translator  perf-29433.map       [.] src_0x28f750
     0.00%  translator  [kernel.kallsyms]    [k] cpumask_next_and
     0.00%  translator  perf-29433.map       [.] src_0x30bd8
     0.00%  translator  perf-29433.map       [.] src_0xaff9c
     0.00%  translator  perf-29433.map       [.] src_0x29f14
     0.00%  translator  perf-29433.map       [.] src_0x1844b8
     0.00%  translator  perf-29433.map       [.] src_0x196d4c
     0.00%  translator  perf-29433.map       [.] src_0x19f38c
     0.00%  translator  perf-29433.map       [.] src_0x1aa484
     0.00%  translator  perf-29433.map       [.] src_0x29c90
     0.00%  translator  perf-29433.map       [.] src_0xf0dd8
     0.00%  translator  [kernel.kallsyms]    [k] sync_regs
     0.00%  translator  [kernel.kallsyms]    [k] iov_iter_fault_in_readable
     0.00%  translator  perf-29433.map       [.] src_0x28e200
     0.00%  translator  perf-29433.map       [.] src_0x2a63b4
     0.00%  translator  perf-29433.map       [.] src_0xaffa4
     0.00%  translator  perf-29433.map       [.] src_0x2a56dc
     0.00%  translator  [kernel.kallsyms]    [k] ring_buffer_record_is_on
     0.00%  translator  perf-29433.map       [.] src_0x1842d8
     0.00%  translator  perf-29433.map       [.] src_0x25d14
     0.00%  translator  perf-29433.map       [.] src_0x95948
     0.00%  translator  perf-29433.map       [.] src_0x1942f4
     0.00%  translator  [kernel.kallsyms]    [k] tick_sched_timer
     0.00%  translator  perf-29433.map       [.] src_0x1bb60
     0.00%  translator  perf-29433.map       [.] src_0xee20c
     0.00%  translator  perf-29433.map       [.] src_0x2a6478
     0.00%  translator  perf-29433.map       [.] src_0x2c1b70
     0.00%  translator  perf-29433.map       [.] src_0x2c1b5c
     0.00%  translator  perf-29433.map       [.] src_0x1bae8
     0.00%  translator  perf-29433.map       [.] src_0xb0008
     0.00%  translator  perf-29433.map       [.] src_0x2a6458
     0.00%  translator  perf-29433.map       [.] src_0xee444
     0.00%  translator  perf-29433.map       [.] src_0x1bde4
     0.00%  translator  perf-29433.map       [.] src_0xee168
     0.00%  translator  perf-29433.map       [.] src_0x2c2fc4
     0.00%  translator  perf-29433.map       [.] src_0x28584c
     0.00%  translator  [kernel.kallsyms]    [k] __perf_event_task_sched_out
     0.00%  translator  perf-29433.map       [.] src_0xee3f4
     0.00%  translator  perf-29433.map       [.] src_0x26382c
     0.00%  translator  perf-29433.map       [.] src_0x2c3430
     0.00%  translator  perf-29433.map       [.] src_0x137ca0
     0.00%  translator  perf-29433.map       [.] src_0x30c44
     0.00%  translator  perf-29433.map       [.] src_0x2a38d4
     0.00%  translator  perf-29433.map       [.] src_0xafa9c
     0.00%  translator  perf-29433.map       [.] src_0x29f68
     0.00%  translator  perf-29433.map       [.] src_0x193b84
     0.00%  translator  perf-29433.map       [.] src_0x28e230
     0.00%  translator  perf-29433.map       [.] src_0x36458
     0.00%  translator  perf-29433.map       [.] src_0x95ba4
     0.00%  translator  perf-29433.map       [.] src_0x137c84
     0.00%  translator  [kernel.kallsyms]    [k] __radix_tree_lookup
     0.00%  translator  [kernel.kallsyms]    [k] native_sched_clock
     0.00%  translator  perf-29433.map       [.] src_0x2c27e8
     0.00%  translator  perf-29433.map       [.] src_0x2c2dd8
     0.00%  translator  perf-29433.map       [.] src_0x2c2394
     0.00%  translator  perf-29433.map       [.] src_0x2a6468
     0.00%  translator  perf-29433.map       [.] src_0x2c2e20
     0.00%  translator  perf-29433.map       [.] src_0x28e388
     0.00%  translator  perf-29433.map       [.] src_0x28eb70
     0.00%  translator  perf-29433.map       [.] src_0xaffc4
     0.00%  translator  perf-29433.map       [.] src_0x1842c4
     0.00%  translator  perf-29433.map       [.] src_0x30ca4
     0.00%  translator  perf-29433.map       [.] src_0xb00e0
     0.00%  translator  perf-29433.map       [.] src_0x29d9ec
     0.00%  translator  perf-29433.map       [.] src_0x95b94
     0.00%  translator  perf-29433.map       [.] src_0x1aa244
     0.00%  translator  perf-29433.map       [.] src_0x29acdc
     0.00%  translator  perf-29433.map       [.] src_0x217968
     0.00%  translator  perf-29433.map       [.] src_0x102bc4
     0.00%  translator  [kernel.kallsyms]    [k] kmem_cache_alloc
     0.00%  translator  perf-29433.map       [.] src_0x28e3ec
     0.00%  translator  perf-29433.map       [.] src_0x28e544
     0.00%  translator  perf-29433.map       [.] src_0x1be3c
     0.00%  translator  perf-29433.map       [.] src_0x2c24a4
     0.00%  translator  perf-29433.map       [.] src_0x104018
     0.00%  translator  perf-29433.map       [.] src_0x1bd44
     0.00%  translator  perf-29433.map       [.] src_0x2c2168
     0.00%  translator  perf-29433.map       [.] src_0xee200
     0.00%  translator  perf-29433.map       [.] src_0x28e440
     0.00%  translator  perf-29433.map       [.] src_0x2a6430
     0.00%  translator  perf-29433.map       [.] src_0x28ebb8
     0.00%  translator  perf-29433.map       [.] src_0x1bc08
     0.00%  translator  perf-29433.map       [.] src_0x284548
     0.00%  translator  perf-29433.map       [.] src_0xaff70
     0.00%  translator  perf-29433.map       [.] src_0x2c1b98
